sku_id,date,on_hand_qty,on_order_qty,safety_stock,lead_time_days,store_id_1,store_id_2,store_id_3,store_id_4,store_id_5,store_id_6,store_id_7,store_id_8,store_id_9,store_id_10
50,30-06-2024,290,64,24,5,False,False,False,False,True,False,False,False,False,False
1,30-06-2024,217,181,25,7,False,False,False,False,False,True,False,False,False,False
2,30-06-2024,136,121,33,5,False,False,False,False,False,True,False,False,False,False
3,30-06-2024,409,21,42,4,False,False,False,False,False,True,False,False,False,False
4,30-06-2024,191,56,31,5,False,False,False,False,False,True,False,False,False,False
5,30-06-2024,241,123,41,6,False,False,False,False,False,True,False,False,False,False
6,30-06-2024,195,144,18,7,False,False,False,False,False,True,False,False,False,False
7,30-06-2024,322,70,31,6,False,False,False,False,False,True,False,False,False,False
8,30-06-2024,129,105,14,6,False,False,False,False,False,True,False,False,False,False
9,30-06-2024,358,131,22,5,False,False,False,False,False,True,False,False,False,False
10,30-06-2024,159,79,44,6,False,False,False,False,False,True,False,False,False,False
11,30-06-2024,472,42,22,6,False,False,False,False,False,True,False,False,False,False
12,30-06-2024,463,96,12,4,False,False,False,False,False,True,False,False,False,False
13,30-06-2024,76,68,27,4,False,False,False,False,False,True,False,False,False,False
14,30-06-2024,12,46,32,5,False,False,False,False,False,True,False,False,False,False
15,30-06-2024,264,163,13,3,False,False,False,False,False,True,False,False,False,False
16,30-06-2024,71,122,43,3,False,False,False,False,False,True,False,False,False,False
17,30-06-2024,326,85,47,6,False,False,False,False,False,True,False,False,False,False
18,30-06-2024,289,18,35,2,False,False,False,False,False,True,False,False,False,False
19,30-06-2024,380,0,24,5,False,False,False,False,False,True,False,False,False,False
20,30-06-2024,379,105,23,3,False,False,False,False,False,True,False,False,False,False
21,30-06-2024,311,74,10,3,False,False,False,False,False,True,False,False,False,False
22,30-06-2024,437,130,11,4,False,False,False,False,False,True,False,False,False,False
23,30-06-2024,119,125,26,2,False,False,False,False,False,True,False,False,False,False
24,30-06-2024,330,40,37,6,False,False,False,False,False,True,False,False,False,False
25,30-06-2024,466,140,10,6,False,False,False,False,False,True,False,False,False,False
26,30-06-2024,384,96,30,4,False,False,False,False,False,True,False,False,False,False
27,30-06-2024,449,30,10,6,False,False,False,False,False,True,False,False,False,False
28,30-06-2024,221,198,16,6,False,False,False,False,False,True,False,False,False,False
29,30-06-2024,432,151,39,2,False,False,False,False,False,True,False,False,False,False
30,30-06-2024,453,126,42,3,False,False,False,False,False,True,False,False,False,False
31,30-06-2024,329,52,15,3,False,False,False,False,False,True,False,False,False,False
32,30-06-2024,75,159,29,2,False,False,False,False,False,True,False,False,False,False
33,30-06-2024,95,173,40,4,False,False,False,False,False,True,False,False,False,False
34,30-06-2024,311,74,21,4,False,False,False,False,False,True,False,False,False,False
35,30-06-2024,471,10,14,5,False,False,False,False,False,True,False,False,False,False
36,30-06-2024,201,114,33,4,False,False,False,False,False,True,False,False,False,False
37,30-06-2024,173,121,29,6,False,False,False,False,False,True,False,False,False,False
38,30-06-2024,203,54,50,3,False,False,False,False,False,True,False,False,False,False
39,30-06-2024,294,18,10,7,False,False,False,False,False,True,False,False,False,False
40,30-06-2024,474,170,41,7,False,False,False,False,False,True,False,False,False,False
41,30-06-2024,393,193,10,4,False,False,False,False,False,True,False,False,False,False
42,30-06-2024,211,15,31,4,False,False,False,False,False,True,False,False,False,False
43,30-06-2024,255,53,43,7,False,False,False,False,False,True,False,False,False,False
44,30-06-2024,330,195,28,2,False,False,False,False,False,True,False,False,False,False
45,30-06-2024,36,146,35,2,False,False,False,False,False,True,False,False,False,False
46,30-06-2024,408,7,37,5,False,False,False,False,False,True,False,False,False,False
47,30-06-2024,433,29,36,7,False,False,False,False,False,True,False,False,False,False
48,30-06-2024,451,17,31,3,False,False,False,False,False,True,False,False,False,False
49,30-06-2024,50,112,34,5,False,False,False,False,False,True,False,False,False,False
50,30-06-2024,20,177,20,4,False,False,False,False,False,True,False,False,False,False
1,30-06-2024,159,177,33,5,False,False,False,False,False,False,True,False,False,False
2,30-06-2024,317,118,47,2,False,False,False,False,False,False,True,False,False,False
3,30-06-2024,271,21,28,3,False,False,False,False,False,False,True,False,False,False
4,30-06-2024,127,194,34,6,False,False,False,False,False,False,True,False,False,False
5,30-06-2024,241,84,39,4,False,False,False,False,False,False,True,False,False,False
6,30-06-2024,443,92,26,5,False,False,False,False,False,False,True,False,False,False
7,30-06-2024,412,4,34,6,False,False,False,False,False,False,True,False,False,False
8,30-06-2024,107,68,21,5,False,False,False,False,False,False,True,False,False,False
9,30-06-2024,20,95,22,3,False,False,False,False,False,False,True,False,False,False
10,30-06-2024,455,134,44,3,False,False,False,False,False,False,True,False,False,False
11,30-06-2024,426,161,29,6,False,False,False,False,False,False,True,False,False,False
12,30-06-2024,370,150,37,6,False,False,False,False,False,False,True,False,False,False
13,30-06-2024,214,96,13,6,False,False,False,False,False,False,True,False,False,False
14,30-06-2024,370,200,17,6,False,False,False,False,False,False,True,False,False,False
15,30-06-2024,248,193,30,6,False,False,False,False,False,False,True,False,False,False
16,30-06-2024,294,9,28,2,False,False,False,False,False,False,True,False,False,False
17,30-06-2024,158,163,11,3,False,False,False,False,False,False,True,False,False,False
18,30-06-2024,224,57,29,6,False,False,False,False,False,False,True,False,False,False
19,30-06-2024,237,66,31,2,False,False,False,False,False,False,True,False,False,False
20,30-06-2024,80,190,34,2,False,False,False,False,False,False,True,False,False,False
21,30-06-2024,474,144,25,5,False,False,False,False,False,False,True,False,False,False
22,30-06-2024,323,14,20,3,False,False,False,False,False,False,True,False,False,False
23,30-06-2024,345,190,48,3,False,False,False,False,False,False,True,False,False,False
24,30-06-2024,460,5,48,7,False,False,False,False,False,False,True,False,False,False
25,30-06-2024,362,74,28,3,False,False,False,False,False,False,True,False,False,False
26,30-06-2024,493,17,20,2,False,False,False,False,False,False,True,False,False,False
27,30-06-2024,415,50,27,7,False,False,False,False,False,False,True,False,False,False
28,30-06-2024,175,84,38,6,False,False,False,False,False,False,True,False,False,False
29,30-06-2024,322,152,11,2,False,False,False,False,False,False,True,False,False,False
30,30-06-2024,253,47,31,5,False,False,False,False,False,False,True,False,False,False
31,30-06-2024,208,200,45,5,False,False,False,False,False,False,True,False,False,False
32,30-06-2024,77,63,13,5,False,False,False,False,False,False,True,False,False,False
33,30-06-2024,338,53,36,4,False,False,False,False,False,False,True,False,False,False
34,30-06-2024,238,134,22,5,False,False,False,False,False,False,True,False,False,False
35,30-06-2024,367,18,33,2,False,False,False,False,False,False,True,False,False,False
36,30-06-2024,413,13,28,2,False,False,False,False,False,False,True,False,False,False
37,30-06-2024,130,102,41,5,False,False,False,False,False,False,True,False,False,False
38,30-06-2024,257,97,41,6,False,False,False,False,False,False,True,False,False,False
39,30-06-2024,194,148,22,7,False,False,False,False,False,False,True,False,False,False
40,30-06-2024,75,184,18,4,False,False,False,False,False,False,True,False,False,False
41,30-06-2024,455,153,34,5,False,False,False,False,False,False,True,False,False,False
42,30-06-2024,121,119,15,6,False,False,False,False,False,False,True,False,False,False
43,30-06-2024,225,120,30,4,False,False,False,False,False,False,True,False,False,False
44,30-06-2024,409,115,47,2,False,False,False,False,False,False,True,False,False,False
45,30-06-2024,424,33,11,6,False,False,False,False,False,False,True,False,False,False
46,30-06-2024,166,85,26,7,False,False,False,False,False,False,True,False,False,False
47,30-06-2024,22,41,44,7,False,False,False,False,False,False,True,False,False,False
48,30-06-2024,329,176,27,4,False,False,False,False,False,False,True,False,False,False
49,30-06-2024,114,143,43,3,False,False,False,False,False,False,True,False,False,False
50,30-06-2024,203,150,38,5,False,False,False,False,False,False,True,False,False,False
1,30-06-2024,302,71,17,3,False,False,False,False,False,False,False,True,False,False
2,30-06-2024,355,99,34,5,False,False,False,False,False,False,False,True,False,False
3,30-06-2024,148,196,44,6,False,False,False,False,False,False,False,True,False,False
4,30-06-2024,228,129,48,6,False,False,False,False,False,False,False,True,False,False
5,30-06-2024,210,154,10,6,False,False,False,False,False,False,False,True,False,False
6,30-06-2024,402,122,43,5,False,False,False,False,False,False,False,True,False,False
7,30-06-2024,128,144,15,4,False,False,False,False,False,False,False,True,False,False
8,30-06-2024,72,138,25,4,False,False,False,False,False,False,False,True,False,False
9,30-06-2024,309,9,49,4,False,False,False,False,False,False,False,True,False,False
10,30-06-2024,322,13,28,4,False,False,False,False,False,False,False,True,False,False
11,30-06-2024,143,119,27,3,False,False,False,False,False,False,False,True,False,False
12,30-06-2024,244,13,38,3,False,False,False,False,False,False,False,True,False,False
13,30-06-2024,195,76,27,4,False,False,False,False,False,False,False,True,False,False
14,30-06-2024,381,38,40,6,False,False,False,False,False,False,False,True,False,False
15,30-06-2024,220,16,13,6,False,False,False,False,False,False,False,True,False,False
16,30-06-2024,181,64,39,7,False,False,False,False,False,False,False,True,False,False
17,30-06-2024,93,140,40,4,False,False,False,False,False,False,False,True,False,False
18,30-06-2024,473,14,39,4,False,False,False,False,False,False,False,True,False,False
19,30-06-2024,56,157,25,6,False,False,False,False,False,False,False,True,False,False
20,30-06-2024,73,64,34,2,False,False,False,False,False,False,False,True,False,False
21,30-06-2024,132,114,44,3,False,False,False,False,False,False,False,True,False,False
22,30-06-2024,296,7,24,4,False,False,False,False,False,False,False,True,False,False
23,30-06-2024,221,133,48,6,False,False,False,False,False,False,False,True,False,False
24,30-06-2024,362,29,11,6,False,False,False,False,False,False,False,True,False,False
25,30-06-2024,343,165,33,6,False,False,False,False,False,False,False,True,False,False
26,30-06-2024,263,122,39,2,False,False,False,False,False,False,False,True,False,False
27,30-06-2024,466,184,40,4,False,False,False,False,False,False,False,True,False,False
28,30-06-2024,25,27,22,6,False,False,False,False,False,False,False,True,False,False
29,30-06-2024,344,172,49,3,False,False,False,False,False,False,False,True,False,False
30,30-06-2024,439,153,50,3,False,False,False,False,False,False,False,True,False,False
31,30-06-2024,175,100,38,6,False,False,False,False,False,False,False,True,False,False
32,30-06-2024,486,122,29,7,False,False,False,False,False,False,False,True,False,False
33,30-06-2024,424,100,25,2,False,False,False,False,False,False,False,True,False,False
34,30-06-2024,400,122,40,2,False,False,False,False,False,False,False,True,False,False
35,30-06-2024,275,103,21,5,False,False,False,False,False,False,False,True,False,False
36,30-06-2024,218,187,38,7,False,False,False,False,False,False,False,True,False,False
37,30-06-2024,401,135,36,2,False,False,False,False,False,False,False,True,False,False
38,30-06-2024,216,59,24,6,False,False,False,False,False,False,False,True,False,False
39,30-06-2024,210,53,44,2,False,False,False,False,False,False,False,True,False,False
40,30-06-2024,133,2,22,3,False,False,False,False,False,False,False,True,False,False
41,30-06-2024,391,104,18,4,False,False,False,False,False,False,False,True,False,False
42,30-06-2024,360,157,43,5,False,False,False,False,False,False,False,True,False,False
43,30-06-2024,165,6,49,4,False,False,False,False,False,False,False,True,False,False
44,30-06-2024,216,101,33,4,False,False,False,False,False,False,False,True,False,False
45,30-06-2024,300,124,38,2,False,False,False,False,False,False,False,True,False,False
46,30-06-2024,408,80,24,5,False,False,False,False,False,False,False,True,False,False
47,30-06-2024,162,68,25,4,False,False,False,False,False,False,False,True,False,False
48,30-06-2024,298,166,31,4,False,False,False,False,False,False,False,True,False,False
49,30-06-2024,62,33,16,7,False,False,False,False,False,False,False,True,False,False
50,30-06-2024,248,97,20,2,False,False,False,False,False,False,False,True,False,False
1,30-06-2024,473,138,12,2,False,False,False,False,False,False,False,False,True,False
2,30-06-2024,368,45,43,6,False,False,False,False,False,False,False,False,True,False
3,30-06-2024,137,65,42,3,False,False,False,False,False,False,False,False,True,False
4,30-06-2024,282,2,11,7,False,False,False,False,False,False,False,False,True,False
5,30-06-2024,311,41,11,4,False,False,False,False,False,False,False,False,True,False
6,30-06-2024,136,98,30,2,False,False,False,False,False,False,False,False,True,False
7,30-06-2024,157,162,32,5,False,False,False,False,False,False,False,False,True,False
8,30-06-2024,278,109,49,5,False,False,False,False,False,False,False,False,True,False
9,30-06-2024,316,10,12,2,False,False,False,False,False,False,False,False,True,False
10,30-06-2024,317,43,23,3,False,False,False,False,False,False,False,False,True,False
11,30-06-2024,55,80,18,4,False,False,False,False,False,False,False,False,True,False
12,30-06-2024,17,69,17,4,False,False,False,False,False,False,False,False,True,False
13,30-06-2024,336,116,30,6,False,False,False,False,False,False,False,False,True,False
14,30-06-2024,363,68,19,5,False,False,False,False,False,False,False,False,True,False
15,30-06-2024,226,132,36,2,False,False,False,False,False,False,False,False,True,False
16,30-06-2024,343,44,40,5,False,False,False,False,False,False,False,False,True,False
17,30-06-2024,426,186,46,7,False,False,False,False,False,False,False,False,True,False
18,30-06-2024,445,50,25,3,False,False,False,False,False,False,False,False,True,False
19,30-06-2024,132,84,37,6,False,False,False,False,False,False,False,False,True,False
20,30-06-2024,169,39,11,2,False,False,False,False,False,False,False,False,True,False
21,30-06-2024,292,68,26,4,False,False,False,False,False,False,False,False,True,False
22,30-06-2024,239,100,34,2,False,False,False,False,False,False,False,False,True,False
23,30-06-2024,222,183,21,6,False,False,False,False,False,False,False,False,True,False
24,30-06-2024,440,183,33,2,False,False,False,False,False,False,False,False,True,False
25,30-06-2024,384,106,28,2,False,False,False,False,False,False,False,False,True,False
26,30-06-2024,17,54,14,6,False,False,False,False,False,False,False,False,True,False
27,30-06-2024,167,16,50,7,False,False,False,False,False,False,False,False,True,False
28,30-06-2024,490,124,25,7,False,False,False,False,False,False,False,False,True,False
29,30-06-2024,102,163,36,4,False,False,False,False,False,False,False,False,True,False
30,30-06-2024,433,35,23,4,False,False,False,False,False,False,False,False,True,False
31,30-06-2024,334,109,33,7,False,False,False,False,False,False,False,False,True,False
32,30-06-2024,467,92,28,5,False,False,False,False,False,False,False,False,True,False
33,30-06-2024,392,16,18,7,False,False,False,False,False,False,False,False,True,False
34,30-06-2024,419,15,24,6,False,False,False,False,False,False,False,False,True,False
35,30-06-2024,153,188,36,5,False,False,False,False,False,False,False,False,True,False
36,30-06-2024,355,44,37,4,False,False,False,False,False,False,False,False,True,False
37,30-06-2024,164,172,13,2,False,False,False,False,False,False,False,False,True,False
38,30-06-2024,456,154,42,6,False,False,False,False,False,False,False,False,True,False
39,30-06-2024,98,180,42,6,False,False,False,False,False,False,False,False,True,False
40,30-06-2024,68,76,23,4,False,False,False,False,False,False,False,False,True,False
41,30-06-2024,118,86,50,4,False,False,False,False,False,False,False,False,True,False
42,30-06-2024,432,46,31,7,False,False,False,False,False,False,False,False,True,False
43,30-06-2024,376,110,18,6,False,False,False,False,False,False,False,False,True,False
44,30-06-2024,352,108,10,5,False,False,False,False,False,False,False,False,True,False
45,30-06-2024,365,130,15,3,False,False,False,False,False,False,False,False,True,False
46,30-06-2024,410,129,28,7,False,False,False,False,False,False,False,False,True,False
47,30-06-2024,242,85,14,3,False,False,False,False,False,False,False,False,True,False
48,30-06-2024,388,195,26,2,False,False,False,False,False,False,False,False,True,False
49,30-06-2024,247,172,27,6,False,False,False,False,False,False,False,False,True,False
50,30-06-2024,55,128,30,2,False,False,False,False,False,False,False,False,True,False
1,30-06-2024,201,178,44,3,False,False,False,False,False,False,False,False,False,True
2,30-06-2024,352,66,13,4,False,False,False,False,False,False,False,False,False,True
3,30-06-2024,353,80,27,5,False,False,False,False,False,False,False,False,False,True
4,30-06-2024,374,89,14,3,False,False,False,False,False,False,False,False,False,True
5,30-06-2024,40,102,49,2,False,False,False,False,False,False,False,False,False,True
6,30-06-2024,348,160,37,2,False,False,False,False,False,False,False,False,False,True
7,30-06-2024,59,159,32,6,False,False,False,False,False,False,False,False,False,True
8,30-06-2024,242,55,50,5,False,False,False,False,False,False,False,False,False,True
9,30-06-2024,89,84,25,2,False,False,False,False,False,False,False,False,False,True
10,30-06-2024,128,30,30,6,False,False,False,False,False,False,False,False,False,True
11,30-06-2024,149,96,29,3,False,False,False,False,False,False,False,False,False,True
12,30-06-2024,401,152,26,4,False,False,False,False,False,False,False,False,False,True
13,30-06-2024,466,194,18,6,False,False,False,False,False,False,False,False,False,True
14,30-06-2024,18,176,30,4,False,False,False,False,False,False,False,False,False,True
15,30-06-2024,354,4,13,6,False,False,False,False,False,False,False,False,False,True
16,30-06-2024,94,199,23,2,False,False,False,False,False,False,False,False,False,True
17,30-06-2024,304,90,13,5,False,False,False,False,False,False,False,False,False,True
18,30-06-2024,296,127,25,2,False,False,False,False,False,False,False,False,False,True
19,30-06-2024,460,87,22,6,False,False,False,False,False,False,False,False,False,True
20,30-06-2024,23,9,25,4,False,False,False,False,False,False,False,False,False,True
21,30-06-2024,334,187,50,3,False,False,False,False,False,False,False,False,False,True
22,30-06-2024,494,47,49,3,False,False,False,False,False,False,False,False,False,True
23,30-06-2024,460,99,19,2,False,False,False,False,False,False,False,False,False,True
24,30-06-2024,467,84,33,7,False,False,False,False,False,False,False,False,False,True
25,30-06-2024,198,180,32,7,False,False,False,False,False,False,False,False,False,True
26,30-06-2024,205,37,42,4,False,False,False,False,False,False,False,False,False,True
27,30-06-2024,320,127,33,5,False,False,False,False,False,False,False,False,False,True
28,30-06-2024,417,88,38,6,False,False,False,False,False,False,False,False,False,True
29,30-06-2024,364,56,24,6,False,False,False,False,False,False,False,False,False,True
30,30-06-2024,134,154,47,4,False,False,False,False,False,False,False,False,False,True
31,30-06-2024,116,18,11,6,False,False,False,False,False,False,False,False,False,True
32,30-06-2024,359,89,15,6,False,False,False,False,False,False,False,False,False,True
33,30-06-2024,268,130,32,5,False,False,False,False,False,False,False,False,False,True
34,30-06-2024,290,112,43,3,False,False,False,False,False,False,False,False,False,True
35,30-06-2024,412,135,10,7,False,False,False,False,False,False,False,False,False,True
36,30-06-2024,443,144,31,5,False,False,False,False,False,False,False,False,False,True
37,30-06-2024,102,185,42,3,False,False,False,False,False,False,False,False,False,True
38,30-06-2024,319,114,43,3,False,False,False,False,False,False,False,False,False,True
39,30-06-2024,16,174,14,6,False,False,False,False,False,False,False,False,False,True
40,30-06-2024,318,143,37,4,False,False,False,False,False,False,False,False,False,True
41,30-06-2024,333,164,47,7,False,False,False,False,False,False,False,False,False,True
42,30-06-2024,277,74,35,7,False,False,False,False,False,False,False,False,False,True
43,30-06-2024,364,187,11,5,False,False,False,False,False,False,False,False,False,True
44,30-06-2024,395,74,31,5,False,False,False,False,False,False,False,False,False,True
45,30-06-2024,90,171,30,7,False,False,False,False,False,False,False,False,False,True
46,30-06-2024,392,96,50,5,False,False,False,False,False,False,False,False,False,True
47,30-06-2024,11,53,20,5,False,False,False,False,False,False,False,False,False,True
48,30-06-2024,60,136,50,6,False,False,False,False,False,False,False,False,False,True
49,30-06-2024,238,91,43,5,False,False,False,False,False,False,False,False,False,True
50,30-06-2024,431,84,13,6,False,False,False,False,False,False,False,False,False,True
